[ 2026-03-29 15:25:42 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 15:25:46 | node_6 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_29 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.11076457798480988, 'test_acc': 0.9750000238418579, 'test_precision': 0.9701307415962219, 'test_recall': 0.9736573696136475, 'test_f1': 0.9705209136009216, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_8 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.42975470423698425, 'test_acc': 0.9599999785423279, 'test_precision': 0.9591467380523682, 'test_recall': 0.9600471258163452, 'test_f1': 0.9588428735733032, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_15 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_11 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.16080868244171143, 'test_acc': 0.9850000143051147, 'test_precision': 0.9855703115463257, 'test_recall': 0.9874618053436279, 'test_f1': 0.9863401055335999, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_32 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_47 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_31 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_15 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_16 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_17 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_32 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_12 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.39001980423927307, 'test_acc': 0.9599999785423279, 'test_precision': 0.9600369930267334, 'test_recall': 0.9579134583473206, 'test_f1': 0.9584915637969971, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_16 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_48 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_33 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_41 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_10 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.22675400972366333, 'test_acc': 0.9800000190734863, 'test_precision': 0.9818903207778931, 'test_recall': 0.9767475128173828, 'test_f1': 0.9784520864486694, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_17 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_49 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_25 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_42 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_33 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_49 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_48 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_45 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3238332271575928, 'test_acc': 0.9549999833106995, 'test_precision': 0.9533656239509583, 'test_recall': 0.9529792666435242, 'test_f1': 0.9525563716888428, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_30 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2910066843032837, 'test_acc': 0.9649999737739563, 'test_precision': 0.9682130217552185, 'test_recall': 0.9638505578041077, 'test_f1': 0.9645729660987854, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_25 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_18 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_46 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.09959075599908829, 'test_acc': 0.9649999737739563, 'test_precision': 0.9606459736824036, 'test_recall': 0.9696649312973022, 'test_f1': 0.9637523889541626, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_5 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_35 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_34 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_13 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.40863102674484253, 'test_acc': 0.9599999785423279, 'test_precision': 0.9624406695365906, 'test_recall': 0.9588954448699951, 'test_f1': 0.959489107131958, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_18 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_34 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_19 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_35 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_5 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_36 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_15 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.16813607513904572, 'test_acc': 0.9850000143051147, 'test_precision': 0.984092652797699, 'test_recall': 0.9853070974349976, 'test_f1': 0.9844372272491455, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_19 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_47 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4106503427028656, 'test_acc': 0.9649999737739563, 'test_precision': 0.9680219888687134, 'test_recall': 0.9622747302055359, 'test_f1': 0.9640041589736938, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_14 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2658534348011017, 'test_acc': 0.9649999737739563, 'test_precision': 0.9650540947914124, 'test_recall': 0.9685688614845276, 'test_f1': 0.9657589197158813, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_31 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.11436820030212402, 'test_acc': 0.9750000238418579, 'test_precision': 0.975485622882843, 'test_recall': 0.973941445350647, 'test_f1': 0.9745231866836548, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_32 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.05441706255078316, 'test_acc': 0.9850000143051147, 'test_precision': 0.9849207401275635, 'test_recall': 0.9831945300102234, 'test_f1': 0.9836546182632446, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_20 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_36 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_41 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_20 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_41 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_17 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3524056375026703, 'test_acc': 0.9700000286102295, 'test_precision': 0.9704450964927673, 'test_recall': 0.9663119316101074, 'test_f1': 0.9674932956695557, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_49 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.30089429020881653, 'test_acc': 0.9549999833106995, 'test_precision': 0.9506478309631348, 'test_recall': 0.9581413269042969, 'test_f1': 0.9516599774360657, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_42 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_42 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_16 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.186261847615242, 'test_acc': 0.9800000190734863, 'test_precision': 0.9805622100830078, 'test_recall': 0.9818862676620483, 'test_f1': 0.9810054302215576, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_43 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_37 | INFO ] 🤫 Gossip finished.
[ 2026-03-29 15:25:46 | node_37 | INFO ] 🔬 Evaluating...
[ 2026-03-29 15:25:46 | node_27 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_33 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17845578491687775, 'test_acc': 0.9700000286102295, 'test_precision': 0.972726583480835, 'test_recall': 0.9739388823509216, 'test_f1': 0.9729839563369751, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_1 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_35 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.47125738859176636, 'test_acc': 0.9750000238418579, 'test_precision': 0.9740586876869202, 'test_recall': 0.9741666913032532, 'test_f1': 0.9737609028816223, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_19 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3974769115447998, 'test_acc': 0.9599999785423279, 'test_precision': 0.9571335315704346, 'test_recall': 0.9590896368026733, 'test_f1': 0.9573310613632202, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_34 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3705254793167114, 'test_acc': 0.9599999785423279, 'test_precision': 0.9627525806427002, 'test_recall': 0.9537733197212219, 'test_f1': 0.9568864703178406, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_18 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.16680745780467987, 'test_acc': 0.9800000190734863, 'test_precision': 0.9817144274711609, 'test_recall': 0.9796905517578125, 'test_f1': 0.9804125428199768, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_48 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3371361792087555, 'test_acc': 0.9700000286102295, 'test_precision': 0.9708412885665894, 'test_recall': 0.96796053647995, 'test_f1': 0.9684827923774719, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_1 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_36 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.29916051030158997, 'test_acc': 0.9750000238418579, 'test_precision': 0.9744048118591309, 'test_recall': 0.9728755950927734, 'test_f1': 0.9730629920959473, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_20 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.3365471661090851, 'test_acc': 0.9649999737739563, 'test_precision': 0.9676891565322876, 'test_recall': 0.9672687649726868, 'test_f1': 0.9667037129402161, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_2 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_44 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_2 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_43 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_43 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_27 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_7 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_7 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_27 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_26 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_37 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4934491217136383, 'test_acc': 0.9700000286102295, 'test_precision': 0.9717072248458862, 'test_recall': 0.96732497215271, 'test_f1': 0.968950629234314, 'communication_cost': 941034}
[ 2026-03-29 15:25:46 | node_44 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_44 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_26 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_26 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_28 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_9 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_29 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_9 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_28 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_28 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_29 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_29 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_8 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_8 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_12 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_11 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_11 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_10 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_45 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_12 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_12 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_30 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_10 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_10 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_46 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_45 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_45 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_30 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_13 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_30 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_46 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_46 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_15 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_13 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_13 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_14 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_32 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_15 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_15 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_47 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_14 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_14 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_32 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_32 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_31 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:46 | node_47 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:46 | node_47 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:46 | node_17 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_31 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_31 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_49 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_17 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_17 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_16 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_49 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_33 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_49 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_16 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_16 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_35 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_33 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_33 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_19 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_35 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_18 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_35 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_19 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_34 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_19 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_18 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_36 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_18 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_48 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_34 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_34 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_36 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_20 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_36 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_37 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 15:25:47 | node_48 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_48 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_20 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_20 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node_37 | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node_37 | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | node | INFO ] 🎉 Round 100 of 100 finished.
[ 2026-03-29 15:25:47 | node | INFO ] 😋 Training finished!!
[ 2026-03-29 15:25:47 | None | INFO ] 🏁 All nodes finished training. Waiting 10s for final synchronization...
[ 2026-03-29 15:25:58 | node | INFO ] Stopping node...
[ 2026-03-29 15:25:58 | node | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:58 | node | INFO ] InMemoryServer stopped at node
[ 2026-03-29 15:25:58 | node_1 | INFO ] Stopping node...
[ 2026-03-29 15:25:58 | node_1 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:58 | node_1 | INFO ] InMemoryServer stopped at node_1
[ 2026-03-29 15:25:58 | node_2 | INFO ] Stopping node...
[ 2026-03-29 15:25:58 | node_2 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:58 | node_2 | INFO ] InMemoryServer stopped at node_2
[ 2026-03-29 15:25:58 | node_3 | INFO ] Stopping node...
[ 2026-03-29 15:25:58 | node_3 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:58 | node_3 | INFO ] InMemoryServer stopped at node_3
[ 2026-03-29 15:25:58 | node_4 | INFO ] Stopping node...
[ 2026-03-29 15:25:58 | node_4 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:58 | node_4 | INFO ] InMemoryServer stopped at node_4
[ 2026-03-29 15:25:58 | node_5 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_5 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_5 | INFO ] InMemoryServer stopped at node_5
[ 2026-03-29 15:25:59 | node_6 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_6 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_6 | INFO ] InMemoryServer stopped at node_6
[ 2026-03-29 15:25:59 | node_7 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_7 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_7 | INFO ] InMemoryServer stopped at node_7
[ 2026-03-29 15:25:59 | node_8 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_8 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_8 | INFO ] InMemoryServer stopped at node_8
[ 2026-03-29 15:25:59 | node_9 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_9 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_9 | INFO ] InMemoryServer stopped at node_9
[ 2026-03-29 15:25:59 | node_10 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_10 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_10 | INFO ] InMemoryServer stopped at node_10
[ 2026-03-29 15:25:59 | node_11 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_11 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_11 | INFO ] InMemoryServer stopped at node_11
[ 2026-03-29 15:25:59 | node_12 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_12 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_12 | INFO ] InMemoryServer stopped at node_12
[ 2026-03-29 15:25:59 | node_13 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_13 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_13 | INFO ] InMemoryServer stopped at node_13
[ 2026-03-29 15:25:59 | node_14 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_14 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_14 | INFO ] InMemoryServer stopped at node_14
[ 2026-03-29 15:25:59 | node_15 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_15 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_15 | INFO ] InMemoryServer stopped at node_15
[ 2026-03-29 15:25:59 | node_16 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_16 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_16 | INFO ] InMemoryServer stopped at node_16
[ 2026-03-29 15:25:59 | node_17 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_17 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_17 | INFO ] InMemoryServer stopped at node_17
[ 2026-03-29 15:25:59 | node_18 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_18 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_18 | INFO ] InMemoryServer stopped at node_18
[ 2026-03-29 15:25:59 | node_19 | INFO ] Stopping node...
[ 2026-03-29 15:25:59 | node_19 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:25:59 | node_19 | INFO ] InMemoryServer stopped at node_19
[ 2026-03-29 15:26:00 | node_20 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_20 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_20 | INFO ] InMemoryServer stopped at node_20
[ 2026-03-29 15:26:00 | node_21 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_21 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_21 | INFO ] InMemoryServer stopped at node_21
[ 2026-03-29 15:26:00 | node_22 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_22 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_22 | INFO ] InMemoryServer stopped at node_22
[ 2026-03-29 15:26:00 | node_23 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_23 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_23 | INFO ] InMemoryServer stopped at node_23
[ 2026-03-29 15:26:00 | node_24 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_24 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_24 | INFO ] InMemoryServer stopped at node_24
[ 2026-03-29 15:26:00 | node_25 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_25 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_25 | INFO ] InMemoryServer stopped at node_25
[ 2026-03-29 15:26:00 | node_26 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_26 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_26 | INFO ] InMemoryServer stopped at node_26
[ 2026-03-29 15:26:00 | node_27 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_27 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_27 | INFO ] InMemoryServer stopped at node_27
[ 2026-03-29 15:26:00 | node_28 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_28 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_28 | INFO ] InMemoryServer stopped at node_28
[ 2026-03-29 15:26:00 | node_29 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_29 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_29 | INFO ] InMemoryServer stopped at node_29
[ 2026-03-29 15:26:00 | node_30 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_30 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_30 | INFO ] InMemoryServer stopped at node_30
[ 2026-03-29 15:26:00 | node_31 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_31 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_31 | INFO ] InMemoryServer stopped at node_31
[ 2026-03-29 15:26:00 | node_32 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_32 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_32 | INFO ] InMemoryServer stopped at node_32
[ 2026-03-29 15:26:00 | node_33 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_33 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_33 | INFO ] InMemoryServer stopped at node_33
[ 2026-03-29 15:26:00 | node_34 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_34 | INFO ] 🛑 Stopping gossiper...
[ 2026-03-29 15:26:00 | node_34 | INFO ] InMemoryServer stopped at node_34
[ 2026-03-29 15:26:00 | node_35 | INFO ] Stopping node...
[ 2026-03-29 15:26:00 | node_35 | INFO ] 🛑 Stopping gossiper...
