[ 2026-03-29 14:13:40 | node_27 | INFO ] 🧩 Model added for round 93 (7/11) from ['node_31']
[ 2026-03-29 14:18:31 | node_6 | INFO ] 🧩 Model added for round 94 (5/7) from ['node_20']
[ 2026-03-29 14:18:31 | node_7 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:18:31 | node_7 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:18:31 | node_7 | INFO ] ✅ [FORCE] Local model added for round 94. (9/11)
[ 2026-03-29 14:18:32 | node_48 | INFO ] 🧩 Model added for round 94 (8/10) from ['node_22']
[ 2026-03-29 14:18:32 | node_8 | INFO ] 🧩 Model added for round 94 (7/8) from ['node_20']
[ 2026-03-29 14:18:33 | node_13 | INFO ] 🧩 Model added for round 94 (14/16) from ['node_20']
[ 2026-03-29 14:18:35 | node_11 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:18:35 | node_11 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:18:35 | node_15 | INFO ] 🧩 Model added for round 94 (6/8) from ['node_20']
[ 2026-03-29 14:18:35 | node_11 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.2355973869562149, 'test_acc': 0.9750000238418579, 'test_precision': 0.9743626117706299, 'test_recall': 0.9751018285751343, 'test_f1': 0.9740847945213318, 'communication_cost': 33870564}
[ 2026-03-29 14:18:35 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:18:36 | node_17 | INFO ] 🧩 Model added for round 94 (9/9) from ['node_20']
[ 2026-03-29 14:18:37 | node_7 | INFO ] 📤 Sending model to 10 direct neighbors: ['node_4', 'node_19', 'node_22', 'node_28', 'node_29', 'node_38', 'node_45', 'node_47', 'node_48', 'node_49']
[ 2026-03-29 14:18:37 | node_17 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:37 | node_4 | INFO ] 🧩 Model added for round 94 (5/6) from ['node_7']
[ 2026-03-29 14:18:38 | node_30 | INFO ] 🧩 Model added for round 94 (8/9) from ['node_20']
[ 2026-03-29 14:18:38 | node_17 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:38 | node_19 | INFO ] 🧩 Model added for round 94 (7/11) from ['node_7']
[ 2026-03-29 14:18:38 | node_11 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:18:38 | node_11 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:18:38 | node_11 | INFO ] ♻️ Proactively processing 8 early models for round 94.
[ 2026-03-29 14:18:38 | node_11 | INFO ] 🧩 Model added for round 94 (1/10) from ['node_32']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (2/10) from ['node_18']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (3/10) from ['node_39']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (4/10) from ['node_31']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (5/10) from ['node_45']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (6/10) from ['node_33']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (7/10) from ['node_13']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🧩 Model added for round 94 (8/10) from ['node_20']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:18:39 | node_22 | INFO ] 🧩 Model added for round 94 (9/9) from ['node_7']
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:18:39 | node_11 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:18:39 | node_11 | INFO ] ✅ [FORCE] Local model added for round 94. (9/10)
[ 2026-03-29 14:18:39 | node_40 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:18:40 | node_40 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:18:40 | node_45 | INFO ] 🧩 Model added for round 94 (6/9) from ['node_20']
[ 2026-03-29 14:18:40 | node_22 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:40 | node_40 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.17727702856063843, 'test_acc': 0.9750000238418579, 'test_precision': 0.9703676700592041, 'test_recall': 0.9729867577552795, 'test_f1': 0.9710485339164734, 'communication_cost': 41397356}
[ 2026-03-29 14:18:40 | node_40 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:18:40 | node_28 | INFO ] 🧩 Model added for round 94 (10/11) from ['node_7']
[ 2026-03-29 14:18:41 | node_22 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:41 | node_47 | INFO ] 🧩 Model added for round 94 (4/7) from ['node_20']
[ 2026-03-29 14:18:43 | node_40 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:18:43 | node_45 | INFO ] 🧩 Model added for round 94 (7/9) from ['node_7']
[ 2026-03-29 14:18:43 | node_40 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:18:44 | node_40 | INFO ] ♻️ Proactively processing 11 early models for round 94.
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (1/12) from ['node_41']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (2/12) from ['node_18']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (3/12) from ['node_25']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (4/12) from ['node_39']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (5/12) from ['node_9']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (6/12) from ['node_49']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (7/12) from ['node_10']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (8/12) from ['node_19']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (9/12) from ['node_5']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (10/12) from ['node']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🧩 Model added for round 94 (11/12) from ['node_1']
[ 2026-03-29 14:18:44 | node_40 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:18:44 | node_47 | INFO ] 🧩 Model added for round 94 (5/7) from ['node_7']
[ 2026-03-29 14:18:45 | node_11 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_13', 'node_18', 'node_20', 'node_31', 'node_32', 'node_33', 'node_39', 'node_44', 'node_45']
[ 2026-03-29 14:18:45 | node_40 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:18:45 | node_40 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:18:45 | node_40 | INFO ] ✅ [FORCE] Local model added for round 94. (12/12)
[ 2026-03-29 14:18:45 | node_13 | INFO ] 🧩 Model added for round 94 (15/16) from ['node_11']
[ 2026-03-29 14:18:45 | node_48 | INFO ] 🧩 Model added for round 94 (9/10) from ['node_7']
[ 2026-03-29 14:18:47 | node_18 | INFO ] 🧩 Model added for round 94 (5/6) from ['node_11']
[ 2026-03-29 14:18:47 | node_49 | INFO ] 🧩 Model added for round 94 (5/12) from ['node_7']
[ 2026-03-29 14:18:47 | node_20 | INFO ] 🧩 Model added for round 94 (11/14) from ['node_11']
[ 2026-03-29 14:18:49 | node_31 | INFO ] 🧩 Model added for round 94 (7/9) from ['node_11']
[ 2026-03-29 14:18:50 | node_32 | INFO ] 🧩 Model added for round 94 (8/8) from ['node_11']
[ 2026-03-29 14:18:50 | node_40 | INFO ] 📤 Sending model to 11 direct neighbors: ['node', 'node_1', 'node_5', 'node_9', 'node_10', 'node_18', 'node_19', 'node_25', 'node_39', 'node_41', 'node_49']
[ 2026-03-29 14:18:50 | node | INFO ] 🧩 Model added for round 94 (9/9) from ['node_40']
[ 2026-03-29 14:18:51 | node_32 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:51 | node | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:51 | node_33 | INFO ] 🧩 Model added for round 94 (11/13) from ['node_11']
[ 2026-03-29 14:18:51 | node_1 | INFO ] 🧩 Model added for round 94 (7/7) from ['node_40']
[ 2026-03-29 14:18:51 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:51 | node_32 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:52 | node_1 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:52 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:52 | node_5 | INFO ] 🧩 Model added for round 94 (5/7) from ['node_40']
[ 2026-03-29 14:18:53 | node_39 | INFO ] 🧩 Model added for round 94 (5/6) from ['node_11']
[ 2026-03-29 14:18:54 | node_9 | INFO ] 🧩 Model added for round 94 (9/9) from ['node_40']
[ 2026-03-29 14:18:54 | node_45 | INFO ] 🧩 Model added for round 94 (8/9) from ['node_11']
[ 2026-03-29 14:18:55 | node_10 | INFO ] 🧩 Model added for round 94 (6/8) from ['node_40']
[ 2026-03-29 14:18:55 | node_9 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:56 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:56 | node_18 | INFO ] 🧩 Model added for round 94 (6/6) from ['node_40']
[ 2026-03-29 14:18:57 | node_19 | INFO ] 🧩 Model added for round 94 (8/11) from ['node_40']
[ 2026-03-29 14:18:58 | node_18 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:18:58 | node_18 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:18:59 | node_25 | INFO ] 🧩 Model added for round 94 (5/6) from ['node_40']
[ 2026-03-29 14:19:00 | node_39 | INFO ] 🧩 Model added for round 94 (6/6) from ['node_40']
[ 2026-03-29 14:19:01 | node_41 | INFO ] 🧩 Model added for round 94 (3/3) from ['node_40']
[ 2026-03-29 14:19:02 | node_49 | INFO ] 🧩 Model added for round 94 (6/12) from ['node_40']
[ 2026-03-29 14:19:02 | node_27 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:02 | node_27 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:02 | node_27 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.11340580135583878, 'test_acc': 0.9800000190734863, 'test_precision': 0.974761962890625, 'test_recall': 0.9746296405792236, 'test_f1': 0.9746283888816833, 'communication_cost': 37633960}
[ 2026-03-29 14:19:03 | node_38 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:03 | node_27 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:03 | node_41 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:03 | node_39 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:03 | node_38 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:03 | node_41 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:03 | node_38 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.061196014285087585, 'test_acc': 0.9850000143051147, 'test_precision': 0.9863637685775757, 'test_recall': 0.9848889708518982, 'test_f1': 0.9849893450737, 'communication_cost': 33870564}
[ 2026-03-29 14:19:03 | node_39 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:03 | node_38 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:05 | node_40 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:06 | node_38 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:06 | node_40 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:06 | node_27 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:06 | node_38 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:06 | node_27 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:06 | node_38 | INFO ] ♻️ Proactively processing 8 early models for round 94.
[ 2026-03-29 14:19:06 | node_38 | INFO ] 🧩 Model added for round 94 (1/10) from ['node_25']
[ 2026-03-29 14:19:07 | node_27 | INFO ] ♻️ Proactively processing 9 early models for round 94.
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (1/11) from ['node_3']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (2/10) from ['node_49']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (2/11) from ['node_24']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (3/11) from ['node_2']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (4/11) from ['node_49']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (3/10) from ['node_8']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (5/11) from ['node_31']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (6/11) from ['node_14']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (4/10) from ['node_35']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (5/10) from ['node_5']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (6/10) from ['node_33']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (7/10) from ['node_20']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (7/11) from ['node_45']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🧩 Model added for round 94 (8/10) from ['node_7']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (8/11) from ['node_47']
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🧩 Model added for round 94 (9/11) from ['node_20']
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:07 | node_38 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:07 | node_38 | INFO ] ✅ [FORCE] Local model added for round 94. (9/10)
[ 2026-03-29 14:19:07 | node_27 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:08 | node_27 | INFO ] ✅ [FORCE] Local model added for round 94. (10/11)
[ 2026-03-29 14:19:10 | node_29 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:10 | node_29 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:10 | node_42 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:10 | node_29 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.050725650042295456, 'test_acc': 0.9850000143051147, 'test_precision': 0.9854220747947693, 'test_recall': 0.9839856028556824, 'test_f1': 0.9843873381614685, 'communication_cost': 33870564}
[ 2026-03-29 14:19:10 | node_42 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:10 | node_29 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:10 | node_42 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.248301699757576, 'test_acc': 0.9549999833106995, 'test_precision': 0.950620710849762, 'test_recall': 0.9558590650558472, 'test_f1': 0.9510518908500671, 'communication_cost': 33870564}
[ 2026-03-29 14:19:11 | node_42 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:11 | node_44 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:11 | node_44 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:12 | node_44 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.038019388914108276, 'test_acc': 0.9900000095367432, 'test_precision': 0.9929630160331726, 'test_recall': 0.9896826148033142, 'test_f1': 0.991122305393219, 'communication_cost': 33870564}
[ 2026-03-29 14:19:12 | node_44 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:12 | node_38 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_5', 'node_7', 'node_8', 'node_20', 'node_25', 'node_33', 'node_35', 'node_42', 'node_49']
[ 2026-03-29 14:19:13 | node_27 | INFO ] 📤 Sending model to 10 direct neighbors: ['node_2', 'node_3', 'node_14', 'node_20', 'node_24', 'node_31', 'node_36', 'node_45', 'node_47', 'node_49']
[ 2026-03-29 14:19:13 | node_5 | INFO ] 🧩 Model added for round 94 (6/7) from ['node_38']
[ 2026-03-29 14:19:13 | node_2 | INFO ] 🧩 Model added for round 94 (7/8) from ['node_27']
[ 2026-03-29 14:19:14 | node_7 | INFO ] 🧩 Model added for round 94 (10/11) from ['node_38']
[ 2026-03-29 14:19:14 | node_3 | INFO ] 🧩 Model added for round 94 (8/8) from ['node_27']
[ 2026-03-29 14:19:14 | node_29 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:14 | node_29 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:14 | node_42 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:14 | node_29 | INFO ] ♻️ Proactively processing 9 early models for round 94.
[ 2026-03-29 14:19:14 | node_42 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (1/10) from ['node_37']
[ 2026-03-29 14:19:15 | node_3 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (2/10) from ['node_49']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (3/10) from ['node_31']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (4/10) from ['node_23']
[ 2026-03-29 14:19:15 | node_42 | INFO ] ♻️ Proactively processing 7 early models for round 94.
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (5/10) from ['node_19']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (6/10) from ['node_21']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (7/10) from ['node_12']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (8/10) from ['node_46']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (1/10) from ['node_49']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🧩 Model added for round 94 (9/10) from ['node_7']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (2/10) from ['node_26']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (3/10) from ['node_23']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (4/10) from ['node_34']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (5/10) from ['node_12']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (6/10) from ['node_35']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🧩 Model added for round 94 (7/10) from ['node_5']
[ 2026-03-29 14:19:15 | node_42 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:15 | node_43 | INFO ] ⏹️  Gossiping exited for 50 equal rounds.
[ 2026-03-29 14:19:15 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:15 | node_43 | INFO ] 🔬 Evaluating...
[ 2026-03-29 14:19:15 | node_14 | INFO ] 🧩 Model added for round 94 (6/7) from ['node_27']
[ 2026-03-29 14:19:15 | node_29 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:15 | node_8 | INFO ] 🧩 Model added for round 94 (8/8) from ['node_38']
[ 2026-03-29 14:19:16 | node_29 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:16 | node_42 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:16 | node_42 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:16 | node_43 | INFO ] 📈 Evaluated. Results: {'test_loss': 0.4363115429878235, 'test_acc': 0.9599999785423279, 'test_precision': 0.9554152488708496, 'test_recall': 0.9582292437553406, 'test_f1': 0.9566396474838257, 'communication_cost': 37633960}
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:16 | node_29 | INFO ] ✅ [FORCE] Local model added for round 94. (10/10)
[ 2026-03-29 14:19:16 | node_42 | INFO ] ✅ [FORCE] Local model added for round 94. (8/10)
[ 2026-03-29 14:19:16 | node_43 | INFO ] 📢 Broadcasting metrics.
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:16 | node_44 | INFO ] ♻️ Proactively processing 8 early models for round 94.
[ 2026-03-29 14:19:16 | node_8 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (1/10) from ['node_2']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (2/10) from ['node_49']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (3/10) from ['node_47']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (4/10) from ['node_12']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (5/10) from ['node_28']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (6/10) from ['node_35']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (7/10) from ['node_30']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🧩 Model added for round 94 (8/10) from ['node_11']
[ 2026-03-29 14:19:16 | node_44 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:17 | node_20 | INFO ] 🧩 Model added for round 94 (12/14) from ['node_38']
[ 2026-03-29 14:19:17 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:17 | node_20 | INFO ] 🧩 Model added for round 94 (13/14) from ['node_27']
[ 2026-03-29 14:19:17 | node_44 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:17 | node_44 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:17 | node_44 | INFO ] ✅ [FORCE] Local model added for round 94. (9/10)
[ 2026-03-29 14:19:18 | node_25 | INFO ] 🧩 Model added for round 94 (6/6) from ['node_38']
[ 2026-03-29 14:19:18 | node_24 | INFO ] 🧩 Model added for round 94 (8/9) from ['node_27']
[ 2026-03-29 14:19:19 | node_25 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:19 | node_25 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🎉 Round 94 of 100 finished.
[ 2026-03-29 14:19:20 | node_33 | INFO ] 🧩 Model added for round 94 (12/13) from ['node_38']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🗳️ [DETERMINISTIC] Train set assigned (No Voting). Size: 50
[ 2026-03-29 14:19:20 | node_43 | INFO ] ♻️ Proactively processing 10 early models for round 94.
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (1/11) from ['node_4']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (2/11) from ['node_49']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (3/11) from ['node_10']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (4/11) from ['node_14']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (5/11) from ['node_19']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (6/11) from ['node_6']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (7/11) from ['node_48']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (8/11) from ['node_35']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (9/11) from ['node_15']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🧩 Model added for round 94 (10/11) from ['node_13']
[ 2026-03-29 14:19:20 | node_43 | INFO ] 🏋️‍♀️ Preparing training...
[ 2026-03-29 14:19:20 | node_31 | INFO ] 🧩 Model added for round 94 (8/9) from ['node_27']
[ 2026-03-29 14:19:21 | node_43 | INFO ] 🎓 Training step done.
[ 2026-03-29 14:19:21 | node_43 | INFO ] 🛠️ Calling force_add_local_model...
[ 2026-03-29 14:19:21 | node_29 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_7', 'node_12', 'node_19', 'node_21', 'node_23', 'node_31', 'node_37', 'node_46', 'node_49']
[ 2026-03-29 14:19:21 | node_43 | INFO ] ✅ [FORCE] Local model added for round 94. (11/11)
[ 2026-03-29 14:19:21 | node_42 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_5', 'node_12', 'node_23', 'node_26', 'node_34', 'node_35', 'node_38', 'node_44', 'node_49']
[ 2026-03-29 14:19:21 | node_35 | INFO ] 🧩 Model added for round 94 (6/9) from ['node_38']
[ 2026-03-29 14:19:21 | node_7 | INFO ] 🧩 Model added for round 94 (11/11) from ['node_29']
[ 2026-03-29 14:19:21 | node_5 | INFO ] 🧩 Model added for round 94 (7/7) from ['node_42']
[ 2026-03-29 14:19:22 | node_45 | INFO ] 🧩 Model added for round 94 (9/9) from ['node_27']
[ 2026-03-29 14:19:22 | node_5 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:22 | node_7 | INFO ] 🧠 Aggregation complete. Setting new model.
[ 2026-03-29 14:19:22 | node_44 | INFO ] 📤 Sending model to 9 direct neighbors: ['node_2', 'node_11', 'node_12', 'node_28', 'node_30', 'node_35', 'node_42', 'node_47', 'node_49']
[ 2026-03-29 14:19:23 | node_2 | INFO ] 🧩 Model added for round 94 (8/8) from ['node_44']
[ 2026-03-29 14:19:23 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:23 | node_12 | INFO ] 🧩 Model added for round 94 (6/8) from ['node_42']
[ 2026-03-29 14:19:23 | node_42 | INFO ] 🧩 Model added for round 94 (9/10) from ['node_38']
[ 2026-03-29 14:19:23 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2026-03-29 14:19:23 | node_12 | INFO ] 🧩 Model added for round 94 (7/8) from ['node_29']
[ 2026-03-29 14:19:24 | node_47 | INFO ] 🧩 Model added for round 94 (6/7) from ['node_27']
